Street_ID,Full_Street_Name,Risk_Score_Below15,Bus_Stops,Local_Business,GoodRoadRating,FairRoadRating,PoorRoadRating,SewerConfl,Engineerin,NationalGr,ProjectInPastFiveYears,Length_0to100,Length_101to200,Length_201to300,Length_301to400,Length_401to500,Length_501OrMore,PrimaryRoad,SecondaryRoad,LocalRoad
12564362,101 IDA AVE,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12573955,307 N SALINA ST,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
12573955,307 N SALINA ST,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
12573955,307 N SALINA ST,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
12573955,307 N SALINA ST,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
12572683,99 CRESTVIEW TER,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12580421,1222 TEALL AVE,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
12577776,449 ALMOND ST,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
12575108,139 BUTTERNUT ST,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12577358,114 TRUTH TER,1,1,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,1
12581271,209 RIDGEWOOD DR,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12578165,199 GREENWOOD PL,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12572140,999 W COLVIN ST,1,0,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,1
12572151,799 W COLVIN ST,1,0,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,1
12575148,203 SUNSET AVE,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
13002346,1399 W GENESEE ST,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12573111,103 BARRETT ST,1,0,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,1
13001389,1915 GRANT BLVD,1,1,1,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,1
12573183,206 CRESCENT AVE,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12580024,1199 LODI ST,1,1,1,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,1
12580298,219 WADSWORTH ST,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12581157,407 PLYMOUTH DR,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
13001199,2219 PARK ST,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
13002074,249 MOORE AVE,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
12580646,726 WADSWORTH ST,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
12573395,498 S LOWELL AVE,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12576492,199 BROOKLEA DR,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12581012,106 GRANT BLVD,1,1,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,1
12577684,299 E JEFFERSON ST,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
12572020,229 CLYDE AVE,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
12578106,1199 E ADAMS ST,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12580382,308 BOYDEN ST,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
12580188,612 FIRST NORTH ST,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
13002077,199 JERICHO DR,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12577576,229 WAVERLY AVE,1,1,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,1
12577620,614 ACKERMAN AVE,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12577270,299 E KENNEDY ST,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
12578103,225 MARSHALL ST,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12572148,101 HUNT AVE,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12578113,1099 HARRISON ST,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
12577884,210 S TOWNSEND ST,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12578364,499 GREENWAY AVE,1,0,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,1
12580313,1409 GRANT BLVD,1,1,1,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,1
12577713,219 S TOWNSEND ST,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
12572878,699 N LOWELL AVE,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12581047,199 TAFT AVE,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
12578777,699 SEELEY RD,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
12573741,499 S FRANKLIN ST,1,0,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,1
12576862,299 E BRIGHTON AVE,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12580190,398 FIRST NORTH ST,1,0,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,1
12579556,199 HILLSBORO PL,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12578507,1013 EUCLID AVE,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
12575499,2833 GRANT BLVD,1,0,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,1
12572409,4799 ONONDAGA BLVD,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12575152,309 DANFORTH ST,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
12578486,314 LENNOX AVE,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12578172,622 S BEECH ST,1,0,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,1
13001895,899 E WATER ST,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
12577916,199 DECKER ST,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12580176,1099 E DIVISION ST,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
12573062,1113 BELLEVUE AVE,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12573304,105 KELLOGG ST,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
12576818,1796 MIDLAND AVE,1,1,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,1
12580623,1809 BUTTERNUT ST,1,1,1,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,1
12575053,325 MALTBIE ST,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
12581274,199 RIDGEWOOD DR,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12580290,1899 GRANT BLVD,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
13001269,499 W DIVISION ST,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12577532,199 BROAD ST,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
12571787,314 LOOMIS AVE,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
12573897,203 N FRANKLIN ST,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12573932,115 SOLAR ST,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
12577926,199 N TOWNSEND ST,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
12580052,206 MARY ST,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
12575231,1899 N SALINA ST,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
12577474,599 JACKSON ST,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
12579366,149 HILLSBORO PL,1,0,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,1
12581263,899 COUGHLIN AVE,1,0,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,1
12577956,199 E LAUREL ST,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12581054,311 HAZELHURST AVE,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12576744,499 CHURCHILL AVE,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12573191,499 W BEARD AVE,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12573361,235 KING ST,1,0,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,1
12573682,299 GRANGER ST,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12576561,107 MONTICELLO DR S,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12578178,510 WESTCOTT ST,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
12580384,318 BOYDEN ST,1,0,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,1
12573660,699 S WEST ST,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12578459,299 SHERBOURNE RD,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
13002428,599 HARRISON ST,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12580175,999 E DIVISION ST,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12581041,199 TYSON PL,1,0,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,1
12577029,199 DODGE DR,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12578056,199 N CROUSE AVE,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
13002186,706 WINKWORTH PKWY,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
12573935,699 N FRANKLIN ST,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
12575558,1299 LEMOYNE AVE,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
12580529,399 WHEATON RD,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12580915,399 CALEB AVE,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12573945,419 N FRANKLIN ST,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
12581061,230 BEACON RD,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
12572152,698 W COLVIN ST,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
13002364,399 WYOMING ST,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
12573266,1099 TALLMAN ST,1,1,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,1
12577690,199 E FAYETTE ST,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
12575128,399 E DIVISION ST,1,0,1,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,1
12580005,407 BUTTERNUT ST,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
12578359,699 TEALL AVE,1,1,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,1
13002123,106 HIGHRIDGE PL,1,0,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,1
12580389,913 TEALL AVE,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
12576895,104 RONEY LN,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12571892,101 STRATHMORE DR,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12580011,399 ASH ST,1,1,0,NA,NA,NA,0,0,1,0,1,0,0,0,0,0,0,0,1
12573272,103 RICH ST,0,1,0,NA,NA,NA,0,0,0,1,1,0,0,0,0,0,0,0,1
12580505,105 DORCHESTER AVE,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12577654,216 HARRISON ST,1,0,0,NA,NA,NA,0,0,0,1,1,0,0,0,0,0,0,0,1
12577823,120 E WASHINGTON ST,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12575172,299 CATAWBA ST,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
13002065,4 DAYBREAK LN,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
12572816,403 HERKIMER ST,1,0,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,1
12576637,321 E GLEN AVE,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
12580010,306 ASH ST,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
12572019,140 GLENWOOD AVE,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12572093,415 W NEWELL ST,1,0,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,1
12572090,519 W NEWELL ST,1,0,0,NA,NA,NA,0,0,1,0,1,0,0,0,0,0,0,0,1
12576633,399 CLARENCE AVE,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12580160,712 POND ST,1,1,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,1
12571702,399 HOPPER RD,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12577677,199 E JEFFERSON ST,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12578246,299 LODI ST,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12580918,199 SUNNYCREST RD,1,1,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,1
12572310,5259 VELASKO RD,1,0,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,1
12580080,398 SEWARD ST,1,0,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,1
12578725,199 SCOTT AVE,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
13001315,399 FOURTH NORTH ST,1,0,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,1
12577645,239 E ADAMS ST,1,0,0,NA,NA,NA,0,0,0,1,1,0,0,0,0,0,0,0,1
12575123,210 E DIVISION ST,1,0,1,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,1
12578405,1098 BROAD ST,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
12576966,120 VINCENT ST,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12580541,333 GRANT BLVD,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12581063,199 COUGHLIN AVE,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
12576845,199 E PLEASANT AVE,1,1,1,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,1
12572434,609 S AVERY AVE,1,0,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,1
13001386,399 SUNSET AVE,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
12578819,1699 BURNET AVE,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
12576919,199 THAYER ST,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12575150,299 DANFORTH ST,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
13001433,699 NICHOLS AVE,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12577644,199 E ADAMS ST,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
12572413,199 VELASKO RD,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12578779,599 SEELEY RD,1,1,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,1
12575556,399 STEDMAN ST,1,0,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,1
12578225,325 LOMBARD AVE,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12573251,908 W ONONDAGA ST,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
13002373,101 VAN RENSSELAER ST,0,1,0,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,1
12581060,219 BEACON RD,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12577137,2099 E COLVIN ST,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12580341,199 DEWITT ST,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12577134,49 SLOCUM DR,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12580619,1717 BUTTERNUT ST,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
12577470,619 E TAYLOR ST,1,1,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,1
12581044,199 NORTON AVE,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12577378,699 S SALINA ST,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12573654,315 FABIUS ST,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
13002113,199 COLDBROOK DR,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12573392,225 TOMPKINS ST,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
12575552,105 SIXTH NORTH ST,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
12571989,199 BERGER AVE,1,0,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,1
12577822,112 E WASHINGTON ST,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12577453,525 BURT ST,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12571902,115 BARNES AVE,1,0,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,1
12573504,1313 W GENESEE ST,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12577522,1399 LANCASTER AVE,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
12581163,205 LUDDINGTON ST,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12578081,599 LODI ST,1,1,1,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,1
12575507,999 LEMOYNE AVE,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12577464,451 VAN BUREN ST,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
12576848,109 E NEWELL ST,1,1,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,1
12580310,1525 GRANT BLVD,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12577427,109 SIZER ST,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12577304,199 GLASS TER,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
12577826,199 S WARREN ST,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12576864,399 E BRIGHTON AVE,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12574866,2099 ERIE BLVD W,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12577520,216 HAFFENDEN RD,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12575122,110 CATAWBA ST,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12576878,299 MCALLISTER AVE,1,0,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,1
12573605,408 OSWEGO ST,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12575534,406 WILLUMAE DR,1,0,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,1
12575127,309 E DIVISION ST,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12564403,299 HAYES TER,1,0,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,1
12577355,121 THURGOOD TER,1,1,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,1
12572854,105 ESSEX ST,1,1,0,NA,NA,NA,0,0,1,0,1,0,0,0,0,0,0,0,1
12580145,511 CARBON ST,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
12575171,209 CATAWBA ST,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12581188,3299 BURNET AVE,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12580137,499 POND ST,1,1,1,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,1
12578327,339 TEALL AVE,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12577712,309 S TOWNSEND ST,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
13002377,499 TULLY ST,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12572881,1979 W FAYETTE ST,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
12577629,698 CLARENDON ST,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
12578189,499 S BEECH ST,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
12577689,114 E FAYETTE ST,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
12572916,1798 BELLEVUE AVE,1,1,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,1
12581040,127 FOBES AVE,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
12571707,199 MARIS DR,1,0,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,1
13002360,399 OTISCO ST,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
12577676,115 E JEFFERSON ST,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12580006,497 BUTTERNUT ST,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12573066,1027 BELLEVUE AVE,1,0,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,1
12577554,199 BUCKINGHAM AVE,1,0,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,1
12575167,199 CATAWBA ST,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12573311,225 BELLEVUE AVE,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
12580367,299 ROBINSON ST,1,0,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,1
12575228,99 HIAWATHA BLVD W TO LODI RAMP,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
12576694,199 MOREY AVE,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12575124,299 E DIVISION ST,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12577285,398 E COLVIN ST,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
12581193,1613 CALEB AVE,1,0,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,1
12573441,199 BELMONT ST,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
12577709,416 S TOWNSEND ST,1,0,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,1
12573765,103 LEAVENWORTH AVE,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12577565,299 EUCLID AVE,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12573809,329 LEAVENWORTH AVE,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
12581275,1439 NORTHCLIFFE RD,1,0,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,1
13002371,499 FABIUS ST,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12577382,199 NEW ST,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12573775,101 PLUM ST,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
13002094,515 E BRIGHTON AVE,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
12573086,199 CADWELL ST,1,1,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,1
12577342,299 TALLMAN ST,1,1,1,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,1
12572054,399 PARKWAY DR,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12580444,498 SEDGWICK DR,1,1,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,1
12577737,198 MONROE ST,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12580101,599 SEWARD ST,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12572700,568 WHITTIER AVE,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12581198,1699 CALEB AVE,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12573326,125 BELLEVUE AVE,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12573408,199 S WILBUR AVE,1,1,1,NA,NA,NA,0,0,1,0,1,0,0,0,0,0,0,0,1
12578096,334 GREEN ST,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12575254,124 WASHINGTON SQ,1,0,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,1
12573152,499 ONONDAGA AVE,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12581023,98 VILLAGE DR,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12573097,639 DELAWARE ST,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12574836,399 GERE AVE,1,1,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,1
12573071,206 BRADLEY ST,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12572432,599 S AVERY AVE,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
13001809,389 PEAT ST,0,0,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,1
12572322,898 VELASKO RD,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
12578756,521 SALT SPRINGS RD,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
12578224,101 WESTCOTT ST,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12578834,499 SEELEY RD,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
12571914,199 LYNCH AVE,1,1,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,1
12573031,405 GRAND AVE,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
